feature_1,feature_2,abs_corr,signed_corr,high_corr_flag,drop_candidate
Max temp_D31_D60,30DAI(in mm),,-0.36105627926033257,False,
Max temp_D31_D60,30_50DRain( in mm),,0.33064488760274124,False,
Max temp_D31_D60,30_50DAI(in mm),,-0.33064488760274735,False,
Max temp_D31_D60,51_70DRain(in mm),,0.2702362255956839,False,
Max temp_D31_D60,51_70AI(in mm),,-0.2702362255956839,False,
Max temp_D31_D60,71_105DRain(in mm),,0.33064488760274513,False,
Max temp_D31_D60,71_105DAI(in mm),,-0.33064488760274124,False,
Max temp_D31_D60,Min temp_D1_D30,,-0.5758893656904551,False,
Max temp_D31_D60,Max temp_D1_D30,,-0.027230676777863623,False,
Max temp_D31_D60,Min temp_D31_D60,,-0.009898137985247888,False,
Max temp_D31_D60,Max temp_D31_D60,,1.0,False,
Min temp_D61_D90,Hectares,,0.008904125973139306,False,
Min temp_D61_D90,Seedrate(in Kg),,0.0089041259731393,False,
Min temp_D61_D90,LP_Mainfield(in Tonnes),,0.0089041259731393,False,
Min temp_D61_D90,Nursery area (Cents),,0.008904125973139292,False,
Min temp_D61_D90,LP_nurseryarea(in Tonnes),,0.008904125973139306,False,
Min temp_D61_D90,DAP_20days,,0.008904125973139292,False,
Min temp_D61_D90,Weed28D_thiobencarb,,0.008904125973139306,False,
Min temp_D61_D90,Urea_40Days,,0.008904125973139299,False,
Min temp_D61_D90,Potassh_50Days,,0.008904125973139268,False,
Min temp_D61_D90,Micronutrients_70Days,,0.00890412597313934,False,
Min temp_D61_D90,Pest_60Day(in ml),,0.008904125973139313,False,
Min temp_D61_D90,30DRain( in mm),,-0.22074929910151392,False,
Min temp_D61_D90,30DAI(in mm),,0.22074929910151392,False,
Min temp_D61_D90,30_50DRain( in mm),,-0.26765358582405213,False,
Min temp_D61_D90,30_50DAI(in mm),,0.2676535858240604,False,
Min temp_D61_D90,51_70DRain(in mm),,-0.2689479886552175,False,
Min temp_D61_D90,51_70AI(in mm),,0.2689479886552175,False,
Min temp_D61_D90,71_105DRain(in mm),,-0.2676535858240562,False,
Min temp_D61_D90,71_105DAI(in mm),,0.26765358582405213,False,
Min temp_D61_D90,Min temp_D1_D30,,0.9925846255743602,False,
Min temp_D61_D90,Max temp_D1_D30,,0.24994828923172913,False,
Min temp_D61_D90,Min temp_D31_D60,,0.8277047717507082,False,
Min temp_D61_D90,Max temp_D31_D60,,-0.5056331108594612,False,
Min temp_D61_D90,Min temp_D61_D90,,1.0,False,
Max temp_D61_D90,Hectares,,0.009141706688708878,False,
Max temp_D61_D90,Seedrate(in Kg),,0.00914170668870889,False,
Max temp_D61_D90,LP_Mainfield(in Tonnes),,0.00914170668870889,False,
Max temp_D61_D90,Nursery area (Cents),,0.009141706688708881,False,
Max temp_D61_D90,LP_nurseryarea(in Tonnes),,0.009141706688708878,False,
Max temp_D61_D90,DAP_20days,,0.009141706688708881,False,
Max temp_D61_D90,Weed28D_thiobencarb,,0.009141706688708878,False,
Max temp_D61_D90,Urea_40Days,,0.009141706688708891,False,
Max temp_D61_D90,Potassh_50Days,,0.009141706688708864,False,
Max temp_D61_D90,Micronutrients_70Days,,0.00914170668870892,False,
Max temp_D61_D90,Pest_60Day(in ml),,0.00914170668870889,False,
Max temp_D61_D90,30DRain( in mm),,-0.6592869566426517,False,
Max temp_D61_D90,30DAI(in mm),,0.6592869566426517,False,
Max temp_D61_D90,30_50DRain( in mm),,-0.48471746991053427,False,
Max temp_D61_D90,30_50DAI(in mm),,0.48471746991053094,False,
Max temp_D61_D90,51_70DRain(in mm),,-0.304934043069127,False,
Max temp_D61_D90,51_70AI(in mm),,0.304934043069127,False,
Max temp_D61_D90,71_105DRain(in mm),,-0.4847174699105365,False,
Max temp_D61_D90,71_105DAI(in mm),,0.48471746991053427,False,
Max temp_D61_D90,Min temp_D1_D30,,0.664331690980751,False,
Max temp_D61_D90,Max temp_D1_D30,,-0.29563057200177123,False,
Max temp_D61_D90,Min temp_D31_D60,,0.37000820416451957,False,
Max temp_D61_D90,Max temp_D31_D60,,-0.31931643850299574,False,
Max temp_D61_D90,Min temp_D61_D90,,0.6321102275183336,False,
Max temp_D61_D90,Max temp_D61_D90,,1.0,False,
Min temp_D91_D120,Hectares,,-0.006267592894762723,False,
Min temp_D91_D120,Seedrate(in Kg),,-0.006267592894762689,False,
Min temp_D91_D120,LP_Mainfield(in Tonnes),,-0.006267592894762689,False,
Min temp_D91_D120,Nursery area (Cents),,-0.006267592894762748,False,
Min temp_D91_D120,LP_nurseryarea(in Tonnes),,-0.006267592894762723,False,
Min temp_D91_D120,DAP_20days,,-0.006267592894762748,False,
Min temp_D91_D120,Weed28D_thiobencarb,,-0.006267592894762723,False,
Min temp_D91_D120,Urea_40Days,,-0.0062675928947627385,False,
Min temp_D91_D120,Potassh_50Days,,-0.006267592894762721,False,
Min temp_D91_D120,Micronutrients_70Days,,-0.006267592894762725,False,
Min temp_D91_D120,Pest_60Day(in ml),,-0.006267592894762708,False,
Min temp_D91_D120,30DRain( in mm),,-0.03684110281014206,False,
Min temp_D91_D120,30DAI(in mm),,0.03684110281014206,False,
Min temp_D91_D120,30_50DRain( in mm),,-0.21705601253196818,False,
Min temp_D91_D120,30_50DAI(in mm),,0.21705601253197576,False,
Min temp_D91_D120,51_70DRain(in mm),,-0.3178867641412544,False,
Min temp_D91_D120,51_70AI(in mm),,0.3178867641412544,False,
Min temp_D91_D120,71_105DRain(in mm),,-0.21705601253196904,False,
Min temp_D91_D120,71_105DAI(in mm),,0.21705601253196818,False,
Min temp_D91_D120,Min temp_D1_D30,,0.7062140448790533,False,
Min temp_D91_D120,Max temp_D1_D30,,0.6587639472171245,False,
Min temp_D91_D120,Min temp_D31_D60,,0.6009794581439097,False,
Min temp_D91_D120,Max temp_D31_D60,,-0.5346749238904819,False,
Min temp_D91_D120,Min temp_D61_D90,,0.6835132059854706,False,
Min temp_D91_D120,Max temp_D61_D90,,0.4483246124107209,False,
Min temp_D91_D120,Min temp_D91_D120,,1.0,False,
Max temp_D91_D120,Hectares,,0.018825491837996478,False,
Max temp_D91_D120,Seedrate(in Kg),,0.018825491837996446,False,
Max temp_D91_D120,LP_Mainfield(in Tonnes),,0.018825491837996446,False,
Max temp_D91_D120,Nursery area (Cents),,0.018825491837996467,False,
Max temp_D91_D120,LP_nurseryarea(in Tonnes),,0.018825491837996478,False,
Max temp_D91_D120,DAP_20days,,0.018825491837996467,False,
Max temp_D91_D120,Weed28D_thiobencarb,,0.018825491837996478,False,
Max temp_D91_D120,Urea_40Days,,0.01882549183799649,False,
Max temp_D91_D120,Potassh_50Days,,0.018825491837996464,False,
Max temp_D91_D120,Micronutrients_70Days,,0.01882549183799653,False,
Max temp_D91_D120,Pest_60Day(in ml),,0.018825491837996478,False,
Max temp_D91_D120,30DRain( in mm),,-0.510484560190162,False,
Max temp_D91_D120,30DAI(in mm),,0.510484560190162,False,
Max temp_D91_D120,30_50DRain( in mm),,-0.42049262136275833,False,
Max temp_D91_D120,30_50DAI(in mm),,0.42049262136276333,False,
Max temp_D91_D120,51_70DRain(in mm),,-0.3076544289740219,False,
Max temp_D91_D120,51_70AI(in mm),,0.3076544289740219,False,
Max temp_D91_D120,71_105DRain(in mm),,-0.4204926213627642,False,
Max temp_D91_D120,71_105DAI(in mm),,0.42049262136275833,False,
Max temp_D91_D120,Min temp_D1_D30,,0.5842150401632669,False,
Max temp_D91_D120,Max temp_D1_D30,,-0.18431107911399533,False,
Max temp_D91_D120,Min temp_D31_D60,,-0.028055571673131146,False,
Max temp_D91_D120,Max temp_D31_D60,,-0.9720270298261838,False,
Max temp_D91_D120,Min temp_D61_D90,,0.5183849808037716,False,
Max temp_D91_D120,Max temp_D61_D90,,0.41080458632135447,False,
Max temp_D91_D120,Min temp_D91_D120,,0.39809987447336675,False,
Max temp_D91_D120,Max temp_D91_D120,,1.0,False,
Inst Wind Speed_D1_D30(in Knots),Hectares,,0.017725816770270707,False,
Inst Wind Speed_D1_D30(in Knots),Seedrate(in Kg),,0.01772581677027069,False,
Inst Wind Speed_D1_D30(in Knots),LP_Mainfield(in Tonnes),,0.01772581677027069,False,
Inst Wind Speed_D1_D30(in Knots),Nursery area (Cents),,0.017725816770270714,False,
Inst Wind Speed_D1_D30(in Knots),LP_nurseryarea(in Tonnes),,0.017725816770270707,False,
Inst Wind Speed_D1_D30(in Knots),DAP_20days,,0.017725816770270714,False,
Inst Wind Speed_D1_D30(in Knots),Weed28D_thiobencarb,,0.017725816770270707,False,
Inst Wind Speed_D1_D30(in Knots),Urea_40Days,,0.017725816770270717,False,
Inst Wind Speed_D1_D30(in Knots),Potassh_50Days,,0.017725816770270676,False,
Inst Wind Speed_D1_D30(in Knots),Micronutrients_70Days,,0.017725816770270766,False,
Inst Wind Speed_D1_D30(in Knots),Pest_60Day(in ml),,0.017725816770270707,False,
Inst Wind Speed_D1_D30(in Knots),30DRain( in mm),,-0.117915135974133,False,
Inst Wind Speed_D1_D30(in Knots),30DAI(in mm),,0.117915135974133,False,
Inst Wind Speed_D1_D30(in Knots),30_50DRain( in mm),,0.05013304236064782,False,
Inst Wind Speed_D1_D30(in Knots),30_50DAI(in mm),,-0.0501330423606446,False,
Inst Wind Speed_D1_D30(in Knots),51_70DRain(in mm),,0.16214708540979372,False,
Inst Wind Speed_D1_D30(in Knots),51_70AI(in mm),,-0.16214708540979372,False,
Inst Wind Speed_D1_D30(in Knots),71_105DRain(in mm),,0.05013304236064333,False,
Inst Wind Speed_D1_D30(in Knots),71_105DAI(in mm),,-0.05013304236064782,False,
Inst Wind Speed_D1_D30(in Knots),Min temp_D1_D30,,0.4813534983910956,False,
Inst Wind Speed_D1_D30(in Knots),Max temp_D1_D30,,-0.3665448982321673,False,
Inst Wind Speed_D1_D30(in Knots),Min temp_D31_D60,,0.4903677176364543,False,
Inst Wind Speed_D1_D30(in Knots),Max temp_D31_D60,,0.10352581783466332,False,
Inst Wind Speed_D1_D30(in Knots),Min temp_D61_D90,,0.5183033366997782,False,
Inst Wind Speed_D1_D30(in Knots),Max temp_D61_D90,,0.34331203410779304,False,
Inst Wind Speed_D1_D30(in Knots),Min temp_D91_D120,,-0.24431972559284038,False,
Inst Wind Speed_D1_D30(in Knots),Max temp_D91_D120,,0.05926466375357717,False,
Inst Wind Speed_D1_D30(in Knots),Inst Wind Speed_D1_D30(in Knots),,1.0,False,
Inst Wind Speed_D31_D60(in Knots),Hectares,,0.009907281475461768,False,
Inst Wind Speed_D31_D60(in Knots),Seedrate(in Kg),,0.009907281475461766,False,
Inst Wind Speed_D31_D60(in Knots),LP_Mainfield(in Tonnes),,0.009907281475461766,False,
Inst Wind Speed_D31_D60(in Knots),Nursery area (Cents),,0.009907281475461775,False,
Inst Wind Speed_D31_D60(in Knots),LP_nurseryarea(in Tonnes),,0.009907281475461768,False,
Inst Wind Speed_D31_D60(in Knots),DAP_20days,,0.009907281475461775,False,
Inst Wind Speed_D31_D60(in Knots),Weed28D_thiobencarb,,0.009907281475461768,False,
Inst Wind Speed_D31_D60(in Knots),Urea_40Days,,0.0099072814754618,False,
Inst Wind Speed_D31_D60(in Knots),Potassh_50Days,,0.009907281475461766,False,
Inst Wind Speed_D31_D60(in Knots),Micronutrients_70Days,,0.0099072814754618,False,
Inst Wind Speed_D31_D60(in Knots),Pest_60Day(in ml),,0.009907281475461795,False,
Inst Wind Speed_D31_D60(in Knots),30DRain( in mm),,-0.36032034968291854,False,
Inst Wind Speed_D31_D60(in Knots),30DAI(in mm),,0.36032034968291854,False,
Inst Wind Speed_D31_D60(in Knots),30_50DRain( in mm),,-0.3385401313905417,False,
Inst Wind Speed_D31_D60(in Knots),30_50DAI(in mm),,0.3385401313905474,False,
Inst Wind Speed_D31_D60(in Knots),51_70DRain(in mm),,-0.28325605675131477,False,
Inst Wind Speed_D31_D60(in Knots),51_70AI(in mm),,0.28325605675131477,False,
Inst Wind Speed_D31_D60(in Knots),71_105DRain(in mm),,-0.33854013139054656,False,
Inst Wind Speed_D31_D60(in Knots),71_105DAI(in mm),,0.3385401313905417,False,
Inst Wind Speed_D31_D60(in Knots),Min temp_D1_D30,,0.5543096854509113,False,
Inst Wind Speed_D31_D60(in Knots),Max temp_D1_D30,,0.13073863662175442,False,
Inst Wind Speed_D31_D60(in Knots),Min temp_D31_D60,,0.029736097971089472,False,
Inst Wind Speed_D31_D60(in Knots),Max temp_D31_D60,,-0.9435294501357286,False,
Inst Wind Speed_D31_D60(in Knots),Min temp_D61_D90,,0.47295528702184975,False,
Inst Wind Speed_D31_D60(in Knots),Max temp_D61_D90,,0.43836601204423803,False,
Inst Wind Speed_D31_D60(in Knots),Min temp_D91_D120,,0.6969978930480318,False,
Inst Wind Speed_D31_D60(in Knots),Max temp_D91_D120,,0.8793310775032877,False,
Inst Wind Speed_D31_D60(in Knots),Inst Wind Speed_D1_D30(in Knots),,-0.29028366002296835,False,
Inst Wind Speed_D31_D60(in Knots),Inst Wind Speed_D31_D60(in Knots),,1.0,False,
Inst Wind Speed_D61_D90(in Knots),Hectares,,0.024321994724662958,False,
Inst Wind Speed_D61_D90(in Knots),Seedrate(in Kg),,0.02432199472466293,False,
Inst Wind Speed_D61_D90(in Knots),LP_Mainfield(in Tonnes),,0.02432199472466293,False,
Inst Wind Speed_D61_D90(in Knots),Nursery area (Cents),,0.024321994724662954,False,
Inst Wind Speed_D61_D90(in Knots),LP_nurseryarea(in Tonnes),,0.024321994724662958,False,
Inst Wind Speed_D61_D90(in Knots),DAP_20days,,0.024321994724662954,False,
Inst Wind Speed_D61_D90(in Knots),Weed28D_thiobencarb,,0.024321994724662958,False,
Inst Wind Speed_D61_D90(in Knots),Urea_40Days,,0.024321994724662985,False,
Inst Wind Speed_D61_D90(in Knots),Potassh_50Days,,0.024321994724662926,False,
Inst Wind Speed_D61_D90(in Knots),Micronutrients_70Days,,0.024321994724663037,False,
Inst Wind Speed_D61_D90(in Knots),Pest_60Day(in ml),,0.024321994724662937,False,
Inst Wind Speed_D61_D90(in Knots),30DRain( in mm),,0.1348571650748186,False,
Inst Wind Speed_D61_D90(in Knots),30DAI(in mm),,-0.1348571650748186,False,
Inst Wind Speed_D61_D90(in Knots),30_50DRain( in mm),,0.4308523217596884,False,
Inst Wind Speed_D61_D90(in Knots),30_50DAI(in mm),,-0.4308523217596885,False,
Inst Wind Speed_D61_D90(in Knots),51_70DRain(in mm),,0.587678306829676,False,
Inst Wind Speed_D61_D90(in Knots),51_70AI(in mm),,-0.587678306829676,False,
Inst Wind Speed_D61_D90(in Knots),71_105DRain(in mm),,0.43085232175968297,False,
Inst Wind Speed_D61_D90(in Knots),71_105DAI(in mm),,-0.4308523217596884,False,
Inst Wind Speed_D61_D90(in Knots),Min temp_D1_D30,,0.08488394764885154,False,
Inst Wind Speed_D61_D90(in Knots),Max temp_D1_D30,,-0.5049590876488775,False,
Inst Wind Speed_D61_D90(in Knots),Min temp_D31_D60,,0.04466948657936067,False,
Inst Wind Speed_D61_D90(in Knots),Max temp_D31_D60,,0.12797411978423212,False,
Inst Wind Speed_D61_D90(in Knots),Min temp_D61_D90,,0.080447010783003,False,
Inst Wind Speed_D61_D90(in Knots),Max temp_D61_D90,,0.0008954685913799686,False,
Inst Wind Speed_D61_D90(in Knots),Min temp_D91_D120,,-0.5769301877958221,False,
Inst Wind Speed_D61_D90(in Knots),Max temp_D91_D120,,0.016460161162380606,False,
Inst Wind Speed_D61_D90(in Knots),Inst Wind Speed_D1_D30(in Knots),,0.8105188433790487,False,
Inst Wind Speed_D61_D90(in Knots),Inst Wind Speed_D31_D60(in Knots),,-0.343653619203127,False,
Inst Wind Speed_D61_D90(in Knots),Inst Wind Speed_D61_D90(in Knots),,1.0,False,
Inst Wind Speed_D91_D120(in Knots),Hectares,,0.009735827879476267,False,
Inst Wind Speed_D91_D120(in Knots),Seedrate(in Kg),,0.009735827879476267,False,
Inst Wind Speed_D91_D120(in Knots),LP_Mainfield(in Tonnes),,0.009735827879476267,False,
Inst Wind Speed_D91_D120(in Knots),Nursery area (Cents),,0.009735827879476288,False,
Inst Wind Speed_D91_D120(in Knots),LP_nurseryarea(in Tonnes),,0.009735827879476267,False,
Inst Wind Speed_D91_D120(in Knots),DAP_20days,,0.009735827879476288,False,
Inst Wind Speed_D91_D120(in Knots),Weed28D_thiobencarb,,0.009735827879476267,False,
Inst Wind Speed_D91_D120(in Knots),Urea_40Days,,0.00973582787947628,False,
Inst Wind Speed_D91_D120(in Knots),Potassh_50Days,,0.009735827879476256,False,
Inst Wind Speed_D91_D120(in Knots),Micronutrients_70Days,,0.009735827879476298,False,
Inst Wind Speed_D91_D120(in Knots),Pest_60Day(in ml),,0.009735827879476302,False,
Inst Wind Speed_D91_D120(in Knots),30DRain( in mm),,-0.5024158925397388,False,
Inst Wind Speed_D91_D120(in Knots),30DAI(in mm),,0.5024158925397388,False,
Inst Wind Speed_D91_D120(in Knots),30_50DRain( in mm),,-0.35352442773625103,False,
Inst Wind Speed_D91_D120(in Knots),30_50DAI(in mm),,0.35352442773624965,False,
Inst Wind Speed_D91_D120(in Knots),51_70DRain(in mm),,-0.20726248119376478,False,
Inst Wind Speed_D91_D120(in Knots),51_70AI(in mm),,0.20726248119376478,False,
Inst Wind Speed_D91_D120(in Knots),71_105DRain(in mm),,-0.3535244277362538,False,
Inst Wind Speed_D91_D120(in Knots),71_105DAI(in mm),,0.35352442773625103,False,
Inst Wind Speed_D91_D120(in Knots),Min temp_D1_D30,,0.3604553294887529,False,
Inst Wind Speed_D91_D120(in Knots),Max temp_D1_D30,,-0.13087272099992167,False,
Inst Wind Speed_D91_D120(in Knots),Min temp_D31_D60,,-0.16583871331968725,False,
Inst Wind Speed_D91_D120(in Knots),Max temp_D31_D60,,-0.7472305091648521,False,
Inst Wind Speed_D91_D120(in Knots),Min temp_D61_D90,,0.2620017374449134,False,
Inst Wind Speed_D91_D120(in Knots),Max temp_D61_D90,,0.6116104991273308,False,
Inst Wind Speed_D91_D120(in Knots),Min temp_D91_D120,,0.5405928044107063,False,
Inst Wind Speed_D91_D120(in Knots),Max temp_D91_D120,,0.7222811367279817,False,
Inst Wind Speed_D91_D120(in Knots),Inst Wind Speed_D1_D30(in Knots),,-0.3382204240401741,False,
Inst Wind Speed_D91_D120(in Knots),Inst Wind Speed_D31_D60(in Knots),,0.8910183161390305,False,
Inst Wind Speed_D91_D120(in Knots),Inst Wind Speed_D61_D90(in Knots),,-0.3302879790294809,False,
Inst Wind Speed_D91_D120(in Knots),Inst Wind Speed_D91_D120(in Knots),,1.0,False,
Relative Humidity_D1_D30,Hectares,,-0.017355394502986867,False,
Relative Humidity_D1_D30,Seedrate(in Kg),,-0.017355394502986874,False,
Relative Humidity_D1_D30,LP_Mainfield(in Tonnes),,-0.017355394502986874,False,
Relative Humidity_D1_D30,Nursery area (Cents),,-0.017355394502986864,False,
Relative Humidity_D1_D30,LP_nurseryarea(in Tonnes),,-0.017355394502986867,False,
Relative Humidity_D1_D30,DAP_20days,,-0.017355394502986864,False,
Relative Humidity_D1_D30,Weed28D_thiobencarb,,-0.017355394502986867,False,
Relative Humidity_D1_D30,Urea_40Days,,-0.0173553945029869,False,
Relative Humidity_D1_D30,Potassh_50Days,,-0.017355394502986878,False,
Relative Humidity_D1_D30,Micronutrients_70Days,,-0.01735539450298697,False,
Relative Humidity_D1_D30,Pest_60Day(in ml),,-0.017355394502986902,False,
Relative Humidity_D1_D30,30DRain( in mm),,-0.5453796389649845,False,
Relative Humidity_D1_D30,30DAI(in mm),,0.5453796389649845,False,
Relative Humidity_D1_D30,30_50DRain( in mm),,-0.8198627956691682,False,
Relative Humidity_D1_D30,30_50DAI(in mm),,0.8198627956691679,False,
Relative Humidity_D1_D30,51_70DRain(in mm),,-0.9156298629595075,False,
Relative Humidity_D1_D30,51_70AI(in mm),,0.9156298629595075,False,
Relative Humidity_D1_D30,71_105DRain(in mm),,-0.8198627956691638,False,
Relative Humidity_D1_D30,71_105DAI(in mm),,0.8198627956691682,False,
Relative Humidity_D1_D30,Min temp_D1_D30,,-0.12427608554470636,False,
Relative Humidity_D1_D30,Max temp_D1_D30,,0.005840859478146736,False,
Relative Humidity_D1_D30,Min temp_D31_D60,,-0.23208792712445225,False,
Relative Humidity_D1_D30,Max temp_D31_D60,,-0.17329208067621876,False,
Relative Humidity_D1_D30,Min temp_D61_D90,,-0.08122791686462365,False,
Relative Humidity_D1_D30,Max temp_D61_D90,,-0.05780019241736437,False,
Relative Humidity_D1_D30,Min temp_D91_D120,,0.1380101101811802,False,
Relative Humidity_D1_D30,Max temp_D91_D120,,0.17165488915328786,False,
Relative Humidity_D1_D30,Inst Wind Speed_D1_D30(in Knots),,-0.4345744074258302,False,
Relative Humidity_D1_D30,Inst Wind Speed_D31_D60(in Knots),,0.17663710129758536,False,
Relative Humidity_D1_D30,Inst Wind Speed_D61_D90(in Knots),,-0.6841836586963461,False,
Relative Humidity_D1_D30,Inst Wind Speed_D91_D120(in Knots),,0.09131731202578217,False,
Relative Humidity_D1_D30,Relative Humidity_D1_D30,,1.0,False,
Relative Humidity_D31_D60,Hectares,,-0.006974688737868274,False,
Relative Humidity_D31_D60,Seedrate(in Kg),,-0.006974688737868273,False,
Relative Humidity_D31_D60,LP_Mainfield(in Tonnes),,-0.006974688737868273,False,
Relative Humidity_D31_D60,Nursery area (Cents),,-0.0069746887378682836,False,
Relative Humidity_D31_D60,LP_nurseryarea(in Tonnes),,-0.006974688737868274,False,
Relative Humidity_D31_D60,DAP_20days,,-0.0069746887378682836,False,
Relative Humidity_D31_D60,Weed28D_thiobencarb,,-0.006974688737868274,False,
Relative Humidity_D31_D60,Urea_40Days,,-0.006974688737868307,False,
Relative Humidity_D31_D60,Potassh_50Days,,-0.00697468873786829,False,
Relative Humidity_D31_D60,Micronutrients_70Days,,-0.006974688737868295,False,
Relative Humidity_D31_D60,Pest_60Day(in ml),,-0.006974688737868282,False,
Relative Humidity_D31_D60,30DRain( in mm),,-0.4538174814333785,False,
Relative Humidity_D31_D60,30DAI(in mm),,0.4538174814333785,False,
Relative Humidity_D31_D60,30_50DRain( in mm),,-0.7073253120042698,False,
Relative Humidity_D31_D60,30_50DAI(in mm),,0.7073253120042773,False,
Relative Humidity_D31_D60,51_70DRain(in mm),,-0.8016680879465294,False,
Relative Humidity_D31_D60,51_70AI(in mm),,0.8016680879465294,False,
Relative Humidity_D31_D60,71_105DRain(in mm),,-0.70732531200427,False,
Relative Humidity_D31_D60,71_105DAI(in mm),,0.7073253120042698,False,
Relative Humidity_D31_D60,Min temp_D1_D30,,0.6865198478786271,False,
Relative Humidity_D31_D60,Max temp_D1_D30,,0.24918726623290402,False,
Relative Humidity_D31_D60,Min temp_D31_D60,,0.6007404906768505,False,
Relative Humidity_D31_D60,Max temp_D31_D60,,-0.3591480330840426,False,
Relative Humidity_D31_D60,Min temp_D61_D90,,0.742933690887103,False,
Relative Humidity_D31_D60,Max temp_D61_D90,,0.4026058765608418,False,
Relative Humidity_D31_D60,Min temp_D91_D120,,0.5762928152155291,False,
Relative Humidity_D31_D60,Max temp_D91_D120,,0.3734692112230561,False,
Relative Humidity_D31_D60,Inst Wind Speed_D1_D30(in Knots),,0.21545578778856928,False,
Relative Humidity_D31_D60,Inst Wind Speed_D31_D60(in Knots),,0.3209489837196371,False,
Relative Humidity_D31_D60,Inst Wind Speed_D61_D90(in Knots),,-0.3407489044214687,False,
Relative Humidity_D31_D60,Inst Wind Speed_D91_D120(in Knots),,0.08100298550431935,False,
Relative Humidity_D31_D60,Relative Humidity_D1_D30,,0.5752962315374787,False,
Relative Humidity_D31_D60,Relative Humidity_D31_D60,,1.0,False,
Relative Humidity_D61_D90,Hectares,,-0.001745415152396085,False,
Relative Humidity_D61_D90,Seedrate(in Kg),,-0.0017454151523960768,False,
Relative Humidity_D61_D90,LP_Mainfield(in Tonnes),,-0.0017454151523960768,False,
Relative Humidity_D61_D90,Nursery area (Cents),,-0.001745415152396067,False,
Relative Humidity_D61_D90,LP_nurseryarea(in Tonnes),,-0.001745415152396085,False,
Relative Humidity_D61_D90,DAP_20days,,-0.001745415152396067,False,
Relative Humidity_D61_D90,Weed28D_thiobencarb,,-0.001745415152396085,False,
Relative Humidity_D61_D90,Urea_40Days,,-0.00174541515239606,False,
Relative Humidity_D61_D90,Potassh_50Days,,-0.0017454151523960564,False,
Relative Humidity_D61_D90,Micronutrients_70Days,,-0.0017454151523961041,False,
Relative Humidity_D61_D90,Pest_60Day(in ml),,-0.0017454151523960699,False,
Relative Humidity_D61_D90,30DRain( in mm),,0.013194730784588002,False,
Relative Humidity_D61_D90,30DAI(in mm),,-0.013194730784588002,False,
Relative Humidity_D61_D90,30_50DRain( in mm),,0.2340023792173726,False,
Relative Humidity_D61_D90,30_50DAI(in mm),,-0.2340023792173869,False,
Relative Humidity_D61_D90,51_70DRain(in mm),,0.3613191544624639,False,
Relative Humidity_D61_D90,51_70AI(in mm),,-0.3613191544624639,False,
Relative Humidity_D61_D90,71_105DRain(in mm),,0.2340023792173774,False,
Relative Humidity_D61_D90,71_105DAI(in mm),,-0.2340023792173726,False,
Relative Humidity_D61_D90,Min temp_D1_D30,,-0.729218927121137,False,
Relative Humidity_D61_D90,Max temp_D1_D30,,-0.37322484618937124,False,
Relative Humidity_D61_D90,Min temp_D31_D60,,-0.743803918152401,False,
Relative Humidity_D61_D90,Max temp_D31_D60,,0.3178256966537704,False,
Relative Humidity_D61_D90,Min temp_D61_D90,,-0.789966715440022,False,
Relative Humidity_D61_D90,Max temp_D61_D90,,-0.10281941416300146,False,
Relative Humidity_D61_D90,Min temp_D91_D120,,-0.41328581333137265,False,
Relative Humidity_D61_D90,Max temp_D91_D120,,-0.3194510306058346,False,
Relative Humidity_D61_D90,Inst Wind Speed_D1_D30(in Knots),,-0.49463847276055645,False,
Relative Humidity_D61_D90,Inst Wind Speed_D31_D60(in Knots),,-0.1537744385682755,False,
Relative Humidity_D61_D90,Inst Wind Speed_D61_D90(in Knots),,-0.0871271354421594,False,
Relative Humidity_D61_D90,Inst Wind Speed_D91_D120(in Knots),,0.22898728989870565,False,
Relative Humidity_D61_D90,Relative Humidity_D1_D30,,-0.1667379841941835,False,
Relative Humidity_D61_D90,Relative Humidity_D31_D60,,-0.8108028008512763,False,
Relative Humidity_D61_D90,Relative Humidity_D61_D90,,1.0,False,
Relative Humidity_D91_D120,Hectares,,-0.0014068269417349187,False,
Relative Humidity_D91_D120,Seedrate(in Kg),,-0.0014068269417349256,False,
Relative Humidity_D91_D120,LP_Mainfield(in Tonnes),,-0.0014068269417349256,False,
Relative Humidity_D91_D120,Nursery area (Cents),,-0.00140682694173492,False,
Relative Humidity_D91_D120,LP_nurseryarea(in Tonnes),,-0.0014068269417349187,False,
Relative Humidity_D91_D120,DAP_20days,,-0.00140682694173492,False,
Relative Humidity_D91_D120,Weed28D_thiobencarb,,-0.0014068269417349187,False,
Relative Humidity_D91_D120,Urea_40Days,,-0.0014068269417349308,False,
Relative Humidity_D91_D120,Potassh_50Days,,-0.0014068269417349104,False,
Relative Humidity_D91_D120,Micronutrients_70Days,,-0.0014068269417349378,False,
Relative Humidity_D91_D120,Pest_60Day(in ml),,-0.001406826941734926,False,
Relative Humidity_D91_D120,30DRain( in mm),,0.38606025908468855,False,
Relative Humidity_D91_D120,30DAI(in mm),,-0.38606025908468855,False,
Relative Humidity_D91_D120,30_50DRain( in mm),,0.5344547114423105,False,
Relative Humidity_D91_D120,30_50DAI(in mm),,-0.5344547114423192,False,
Relative Humidity_D91_D120,51_70DRain(in mm),,0.5754529495254769,False,
Relative Humidity_D91_D120,51_70AI(in mm),,-0.5754529495254769,False,
Relative Humidity_D91_D120,71_105DRain(in mm),,0.5344547114423127,False,
